makh,ngaydathangdautien,tenkh,version,matp
442,2020-09-12 06:49:05.944000,Lyman Fay,0,16
443,2021-06-18 15:42:07.809000,Gertha Witting,0,16
444,2021-12-19 22:48:01.168000,Lia Pfannerstill,0,16
445,2020-07-04 19:49:58.780000,Ismael Huels,0,16
446,2023-03-12 14:49:15.771000,Mr. Adaline Gislason,0,16
447,2023-06-03 01:04:47.033000,Niesha Upton,0,16
448,2020-04-15 10:02:02.718000,Rena Bosco,0,16
449,2022-01-01 16:34:04.754000,Gordon Schimmel PhD,0,16
450,2021-04-25 07:36:24.704000,Moshe Collins IV,0,16
451,2022-05-02 16:07:41.083000,Dakota Luettgen,0,16
452,2022-09-11 23:58:31.745000,Jerrell Krajcik Jr.,0,16
453,2022-02-14 13:22:32.980000,Reynaldo Keebler PhD,0,16
454,2024-02-26 09:00:07.366000,Lauri Fadel III,0,16
455,2024-08-29 20:46:39.858000,Amal Gorczany,0,16
456,2024-04-27 19:36:14.146000,Chrissy McClure IV,0,16
457,2024-11-15 10:38:20.113000,Dr. Geraldo Robel,0,16
458,2022-01-08 08:42:35.900000,Vanna Collins,0,16
459,2021-07-27 16:15:08.914000,Jane Stehr,0,16
460,2024-08-26 15:19:28.200000,Fatimah Effertz,0,16
461,2023-01-14 15:33:08.663000,Mr. Ardella Lind,0,16
462,2021-02-27 19:03:41.330000,Krystin Larson,0,16
463,2024-01-06 15:51:18.175000,Mrs. Mammie Huels,0,16
464,2020-06-01 21:11:32.158000,Miss Bula Batz,0,16
465,2022-02-11 12:36:42.278000,Myrtle Watsica,0,16
466,2020-09-29 01:15:35.192000,Dr. Walker Langworth,0,16
467,2024-11-17 22:10:40.015000,Delmer Johnston,0,16
468,2022-08-04 12:41:21.832000,Carmine Koelpin,0,16
469,2020-08-03 10:05:47.199000,Emily Stoltenberg,0,16
470,2020-07-11 23:13:07.571000,Percy Runolfsdottir,0,16
471,2024-03-13 06:49:41.822000,Phyllis Zulauf,0,16
472,2021-07-21 22:46:32.013000,Numbers Fisher,0,16
473,2020-06-19 18:21:09.726000,Caridad Weissnat,0,16
474,2021-05-10 10:09:17.759000,Camille Hoeger III,0,16
475,2024-04-15 02:37:00.141000,Collen Yost,0,16
476,2022-11-22 19:59:51.701000,Lanny Schaefer,0,16
477,2020-09-28 17:59:45.938000,Tory Smith,0,16
478,2023-08-21 12:06:08.583000,William Willms,0,16
479,2020-11-11 00:14:07.718000,Ignacia Schoen DVM,0,16
480,2022-11-20 00:53:26.479000,Jeanmarie Casper,0,16
481,2024-10-16 06:00:43.007000,Jose Kutch,0,16
482,2020-02-04 19:03:43.032000,Regenia Bashirian,0,16
483,2024-03-01 22:41:41.687000,Brett Crooks,0,16
484,2024-12-15 00:35:00.121000,Maile Tremblay II,0,16
485,2024-12-08 20:24:31.577000,Kena Kemmer,0,16
486,2023-05-30 08:29:58.509000,Lala Weber DVM,0,16
487,2020-12-23 20:05:21.647000,Mr. John Botsford,0,16
488,2023-07-14 04:44:15.171000,Ms. Sadye Moore,0,16
489,2023-05-19 22:00:33.851000,Dr. Booker Stoltenberg,0,16
490,2023-01-02 09:51:17.475000,Russell Kutch,0,16
491,2022-05-09 19:06:50.967000,Kyong Cruickshank IV,0,16
492,2024-08-05 14:14:47.833000,Aracelis Zboncak,0,16
493,2024-11-03 23:30:17.657000,Ms. Heath Bahringer,0,16
494,2021-06-19 19:28:56.096000,Irwin Koch,0,16
495,2022-02-19 01:01:36.350000,Sherrill Feil,0,16
496,2024-10-30 14:22:09.069000,Raymond Lemke,0,16
497,2021-11-16 03:20:18.654000,Dalene Grimes,0,16
498,2022-10-09 15:00:26.645000,Edwina Klein,0,16
499,2020-12-24 17:48:42.170000,Lacresha Klein,0,16
500,2020-01-07 02:57:17.319000,Sydney Greenholt,0,16
501,2020-01-22 14:36:51.256000,Reggie Nader Sr.,0,16
502,2022-01-31 15:25:13.638000,Valentine Abernathy,0,16
503,2020-07-14 05:15:32.028000,Wayne Carter,0,16
504,2023-10-10 02:56:43.052000,Tonisha Osinski,0,16
505,2022-03-04 18:08:49.874000,Owen Gulgowski IV,0,16
506,2020-11-15 02:57:06.736000,Carlotta Blanda PhD,0,16
507,2024-09-29 21:33:07.117000,Ms. Truman Conroy,0,16
508,2023-08-18 20:51:52.301000,Ms. Franklyn Wolff,0,16
509,2020-11-12 16:40:53.816000,Leroy Pfannerstill,0,16
510,2020-06-30 13:17:29.798000,Bob Cassin,0,16
511,2022-04-19 03:36:20.317000,Maia Leffler,0,16
512,2024-09-01 10:52:22.260000,Loris Schumm MD,0,16
513,2022-01-17 02:49:15.632000,Marilu Bayer,0,16
514,2021-08-09 15:04:44.327000,Hal White I,0,16
515,2020-05-14 05:09:58.286000,Miss Rochelle Harber,0,16
516,2020-04-17 09:39:00.831000,Mrs. Edwardo Hickle,0,16
517,2022-02-10 23:01:59.074000,Mrs. Noelle Ruecker,0,16
518,2021-03-28 13:31:09.302000,Roscoe Blanda,0,16
519,2021-12-19 09:35:52.080000,Jonah Kozey,0,16
520,2022-07-19 15:51:05.086000,Pat Lynch,0,16
521,2021-06-23 18:25:12.512000,Tomas King,0,16
522,2024-12-04 20:18:47.778000,Luther Bogisich,0,16
523,2021-04-20 14:00:30.103000,Margurite Gerlach,0,16
524,2023-01-08 03:26:05.214000,Mrs. Erasmo Harber,0,16
525,2022-07-12 16:49:01.346000,Miss Lessie Tillman,0,16
526,2021-03-08 10:08:06.162000,Blanch Mante,0,16
527,2020-01-14 10:33:58.172000,Mr. Gayle Breitenberg,0,16
528,2022-01-04 03:34:06.040000,Valencia Dooley,0,16
529,2022-03-02 07:43:34.541000,Jerrell Kihn,0,16
530,2023-01-28 18:52:31.564000,Miss Nina Reilly,0,16
531,2021-03-08 09:31:51.065000,Hayden Ondricka,0,16
532,2024-04-08 06:49:59.241000,Brianna Kulas,0,16
533,2024-10-08 23:24:51.309000,Martine Pollich DDS,0,16
534,2024-09-21 20:20:35.183000,Annmarie Kuhn,0,16
535,2020-11-12 07:30:28.952000,Xiomara Lueilwitz PhD,0,16
536,2020-04-14 22:24:52.463000,Ms. Luis Metz,0,16
537,2023-10-27 14:55:27.280000,Jacob Konopelski MD,0,16
538,2022-11-15 20:23:28.781000,Noah Kuhn V,0,16
539,2023-01-01 05:15:45.131000,Frances Will DVM,0,16
540,2024-04-05 00:18:36.037000,Hugo Stokes,0,16
541,2022-08-11 06:30:43.160000,Lanny Kshlerin,0,16
542,2021-02-18 10:28:42.368000,Mr. Grady Runolfsdottir,0,16
543,2023-06-16 17:00:28.993000,Katy Gulgowski,0,16
544,2023-12-12 02:08:16.904000,Mr. Julietta Abernathy,0,16
545,2022-11-18 09:00:44.772000,Deshawn Homenick DVM,0,16
546,2023-07-26 15:39:12.467000,Elsy Kohler,0,16
547,2023-12-15 22:41:55.366000,Augustus Bergstrom,0,16
548,2023-06-23 20:34:50.157000,Eugenio Gibson,0,16
549,2024-06-02 16:04:53.976000,Georgette Fadel I,0,16
550,2022-03-27 04:35:13.783000,Ethelyn Ruecker,0,16
551,2021-11-13 14:42:55.250000,Napoleon Schumm,0,16
552,2022-05-15 16:02:22.922000,Denice Hamill,0,16
553,2022-06-17 19:03:38.870000,Imelda Lesch II,0,16
554,2021-12-12 13:04:54.633000,Kasey Weimann,0,16
555,2020-05-15 04:12:50.679000,Dong Hammes,0,16
556,2024-04-18 07:18:04.470000,Kareem Schimmel,0,16
557,2022-11-25 13:43:38.328000,Grayce Breitenberg MD,0,16
558,2023-11-22 13:51:13.029000,Jimmie Koch,0,16
559,2023-10-31 23:12:02.270000,Arnulfo Lindgren,0,16
560,2024-10-25 16:48:11.832000,Doyle Schmeler,0,16
561,2024-03-03 19:44:18.325000,James Johnston,0,16
562,2020-09-23 08:49:36.408000,Debroah Cummings,0,16
563,2020-07-14 15:15:26.138000,Woodrow Kuhn,0,16
564,2022-02-07 08:29:01.339000,Melisa Ullrich II,0,16
565,2020-05-28 09:17:11.617000,Miss Marcos Gislason,0,16
566,2023-08-17 00:41:57.327000,Ashley Hickle,0,16
567,2021-07-28 02:29:30.277000,Christi Zulauf,0,16
568,2022-05-28 16:14:13.927000,Mr. Jewell Herman,0,16
569,2022-06-07 18:52:17.130000,Benjamin Ritchie,0,16
570,2024-08-14 02:43:15.269000,Jacinto Conroy,0,16
571,2022-11-28 11:14:17.344000,Lajuana Howell Jr.,0,16
572,2023-01-08 03:38:39.094000,Jacqulyn Schuster I,0,16
573,2024-06-11 09:03:20.210000,Mrs. Lennie Harris,0,16
574,2023-05-12 08:54:28.543000,Miss Aida Balistreri,0,16
575,2021-01-03 17:41:15.924000,Sherman Fisher,0,16
576,2021-05-07 00:43:12.230000,Cari Bergstrom,0,16
577,2024-01-13 18:01:48.399000,Sandie McLaughlin,0,16
578,2023-09-04 07:15:50.282000,Jennette Rosenbaum,0,16
579,2022-02-08 14:38:01.978000,Tereasa Kuhn,0,16
580,2021-01-16 02:32:21.413000,Paul Steuber,0,16
581,2022-08-01 03:31:46.883000,Miss Jarred Johnston,0,16
582,2020-02-01 05:42:25.111000,Willis Botsford,0,16
583,2021-04-15 15:54:11.611000,Mary Lynch III,0,16
584,2024-06-03 20:21:28.579000,Mrs. Danial Hilpert,0,16
585,2024-11-17 18:56:17.459000,Cortney Bode,0,16
586,2023-03-05 15:40:16.802000,Lilian Langworth,0,16
587,2023-07-24 01:02:47.763000,Dinorah Konopelski,0,16
588,2022-12-11 14:40:46.264000,Zada Vandervort IV,0,16
589,2022-02-16 00:51:44.289000,Broderick Homenick,0,16
590,2024-02-04 03:34:16.056000,Kenisha Hill,0,16
591,2022-12-03 14:07:18.465000,Miss Hiram Konopelski,0,16
592,2023-10-27 07:11:33.598000,Allison Rohan DVM,0,16
593,2020-01-22 10:58:45.322000,Iva Grady DVM,0,16
594,2024-09-28 00:44:18.798000,Gonzalo Skiles,0,16
595,2024-11-20 02:53:58.436000,Mrs. Roman Klocko,0,16
596,2021-12-26 09:19:39.407000,Jacob Friesen,0,16
597,2020-10-25 23:50:57.030000,Leonida Leuschke,0,16
598,2021-04-29 01:31:15.175000,Monica Maggio,0,16
599,2022-06-17 23:50:48.988000,Thanh Corkery,0,16
600,2022-01-01 12:27:16.043000,Mrs. Aretha Armstrong,0,16
601,2020-05-25 17:18:22.171000,Dexter Leuschke,0,16
602,2020-04-11 11:10:44.531000,Mr. Sherell Ledner,0,16
603,2023-05-14 09:31:44.344000,Gerry Kohler,0,16
604,2021-08-07 00:38:27.465000,Darrel Mayert,0,16
605,2022-02-03 16:05:48.007000,Chante Greenfelder DDS,0,16
606,2021-05-08 11:38:26.368000,Humberto Harber,0,16
607,2020-09-06 15:11:27.491000,Perry Boyle I,0,16
608,2021-08-12 18:46:00.478000,Amberly Kunze,0,16
609,2024-09-09 00:39:13.242000,Amos Becker,0,16
610,2020-03-03 13:50:16.581000,Hoyt Botsford,0,16
611,2022-05-03 06:25:50.309000,Neal Ward,0,16
612,2020-12-03 22:37:18.552000,Miss Gayle Ankunding,0,16
613,2021-01-13 09:29:16.414000,Cristobal Friesen DDS,0,16
614,2024-10-16 20:01:17.319000,Mr. Israel Krajcik,0,16
615,2024-07-13 03:18:32.215000,Willard Collier,0,16
616,2023-09-19 09:44:16.886000,Antonia Marvin,0,16
617,2022-01-13 22:16:58.611000,Lonna Heller,0,16
618,2021-08-20 05:17:01.541000,Huey Casper,0,16
619,2020-07-07 11:44:29.905000,Haywood Heathcote,0,16
620,2022-11-04 22:58:16.027000,Reena Sanford,0,16
621,2024-07-28 01:16:56.425000,Darryl Corwin,0,16
622,2022-04-16 07:01:59.767000,Jesusita Hane,0,16
623,2020-03-03 20:41:03.577000,Miss Dionne Bednar,0,16
624,2023-01-10 13:07:17.287000,Eda Satterfield,0,16
625,2020-01-11 05:20:28.743000,Delmar Schoen,0,16
626,2024-08-27 22:08:08.509000,Vena Turcotte,0,16
627,2022-12-04 18:03:27.802000,Shelby Ruecker PhD,0,16
628,2023-02-23 06:32:59.534000,Mrs. Cindie Rohan,0,16
629,2020-04-27 14:48:10.866000,Maggie Kassulke,0,16
630,2023-09-23 17:09:40.884000,Mr. Jacques Baumbach,0,16
631,2020-11-24 02:06:08.312000,Mr. Sam Medhurst,0,16
632,2022-01-09 21:16:02.321000,Isiah Mills,0,16
633,2020-01-30 09:13:24.762000,Willis Shanahan,0,16
634,2024-05-10 05:57:56.555000,Mrs. Lemuel Stiedemann,0,16
635,2021-03-15 00:42:57.982000,Elton Herman,0,16
636,2024-11-14 10:26:07.801000,John Waelchi,0,16
637,2023-09-09 18:47:06.469000,Daisy Swaniawski,0,16
638,2024-11-03 11:20:31.431000,Bobby Hills I,0,16
639,2020-04-30 05:50:39.599000,Candyce Littel,0,16
640,2020-08-24 19:46:56.864000,Bryce Kilback PhD,0,16
641,2020-01-28 20:40:36.704000,Jamey Stehr Jr.,0,16
642,2023-01-21 20:41:24.397000,Michel Stiedemann,0,16
643,2020-07-31 19:43:21.817000,Alline Marquardt II,0,16
644,2020-09-16 17:12:53.791000,Mrs. Tristan Langosh,0,16
645,2021-04-09 22:51:29.356000,Miss Morton Ward,0,16
646,2024-11-30 05:03:00.447000,Nadene Hane,0,16
647,2022-05-25 03:31:59.439000,Leann Bergstrom,0,16
648,2023-01-19 18:28:17.254000,Jarred Durgan,0,16
649,2022-06-18 12:53:53.409000,Tanner Boyle,0,16
650,2024-09-12 13:25:21.422000,Keiko Rippin,0,16
651,2021-02-07 00:46:19.211000,Salvatore Ruecker DDS,0,16
652,2020-06-04 04:29:59.355000,Michaele Lowe,0,16
653,2022-11-11 22:47:08.982000,Freeda Parker,0,16
654,2021-05-22 02:36:05.822000,Jason Lehner,0,16
655,2023-02-23 19:35:48.044000,Mrs. Ivan Becker,0,16
656,2022-07-08 00:45:41.792000,Jo Murazik,0,17
657,2024-07-15 13:31:05.839000,Mariette Schmeler,0,17
658,2022-12-18 14:00:28.758000,Miss Dolly Koss,0,17
659,2022-11-03 11:33:51.646000,Ms. Alena Cassin,0,17
660,2020-12-10 13:01:25.533000,Kasha Maggio,0,17
661,2020-12-19 06:41:50.917000,Retta Torphy,0,17
662,2023-03-14 17:35:55.040000,Kurt Dooley,0,17
663,2024-09-08 15:37:35.389000,Francesco Purdy,0,17
664,2023-01-06 06:04:12.725000,Christena McLaughlin,0,17
665,2022-12-01 00:23:38.257000,Dr. Debra Mills,0,17
666,2021-07-19 21:16:32.378000,Ms. Tanja Kuhn,0,17
667,2023-03-01 02:19:39.521000,Kory Hirthe,0,17
668,2021-08-21 19:17:12.915000,Geralyn Harris IV,0,17
669,2023-08-03 17:50:01.701000,Julienne Towne,0,17
670,2021-06-20 10:46:34.353000,Jamika Pollich,0,17
671,2024-07-03 13:41:55.167000,Felton Hane,0,17
672,2020-10-21 21:20:35.909000,Neoma Wehner,0,17
673,2024-04-12 23:47:54.334000,Rossana Hills,0,17
674,2024-10-23 09:59:41.351000,Danilo Bauch,0,17
675,2023-08-24 07:41:51.030000,Queenie McClure,0,17
676,2022-10-11 21:47:58.679000,Berna Howe,0,17
677,2020-03-04 23:35:18.983000,Rogelio Casper,0,17
678,2023-12-12 16:16:59.049000,Sheena Lockman,0,17
679,2024-11-16 05:42:57.686000,Jason Hyatt,0,17
680,2024-12-31 08:35:16.533000,Corene Cormier,0,17
681,2023-03-29 16:41:18.560000,Nakisha Dibbert,0,17
682,2021-10-30 19:03:41.100000,Mr. Wyatt Wiza,0,17
683,2020-03-12 08:35:54.819000,Robin Hoeger,0,17
684,2024-01-18 06:08:15.364000,Dr. Raymonde Legros,0,17
685,2020-12-01 14:48:58.511000,Owen Stehr,0,17
686,2024-08-15 04:25:01.763000,Mike McLaughlin,0,17
687,2024-07-24 11:21:19.542000,Donn Muller,0,17
688,2022-02-13 01:28:16.128000,Jimmy Heaney II,0,17
689,2023-02-19 02:41:23.554000,Dr. Charley Dietrich,0,17
690,2023-12-19 20:52:41.441000,Francesco Ledner,0,17
691,2022-03-05 23:59:51.237000,Keven Fay,0,17
692,2021-12-11 17:50:05.772000,Mrs. Merle Funk,0,17
693,2021-03-06 12:08:25.932000,Miss Hyman Kerluke,0,17
694,2021-07-25 12:55:27.831000,Mr. Edwin Kuphal,0,17
695,2022-11-27 04:36:10.661000,Tomas Dickens,0,17
696,2023-04-29 15:40:04.396000,Collene Kilback,0,17
697,2022-08-28 06:41:36.437000,Leigh Beahan,0,17
698,2024-06-06 04:17:35.924000,Alex Kreiger DDS,0,17
699,2020-02-03 19:23:08.706000,Mrs. Barabara Towne,0,17
700,2020-05-04 18:12:14.310000,Renee Collier,0,17
701,2020-02-03 20:13:42.829000,Luciana Hartmann I,0,17
702,2023-10-13 08:00:25.159000,Jill Grant,0,17
703,2024-05-11 00:42:10.693000,Mr. Sheilah Weber,0,17
704,2021-11-20 15:12:29.024000,Parker Kuhlman,0,17
705,2024-03-19 04:11:44.628000,Hanh Nienow,0,17
706,2024-11-28 00:01:35.018000,Shaun Runte,0,17
707,2021-06-19 17:20:13.673000,Maira Franecki,0,17
708,2021-04-26 10:37:42.488000,August Gottlieb,0,17
709,2023-02-13 21:20:02.833000,Reggie Marvin,0,17
710,2023-07-23 03:51:20.670000,Althea Schinner,0,17
711,2023-11-12 22:20:56.099000,Alfredo Shields,0,17
712,2023-10-29 19:29:17.664000,Florine Lubowitz,0,17
713,2022-11-06 06:13:10.203000,Jae Krajcik DVM,0,17
714,2020-01-20 05:24:07.275000,Jesusita Roberts DVM,0,17
715,2023-03-30 05:50:58.282000,Brenna Hagenes,0,17
716,2021-04-20 12:28:54.796000,Dr. Cammie Reichel,0,17
717,2021-02-13 13:40:48.845000,Lida Hahn,0,17
718,2020-06-13 04:54:18.511000,Sommer Stamm,0,17
719,2024-11-11 14:35:38.110000,Caleb Ward,0,17
720,2020-12-05 20:18:14.244000,Abdul Padberg,0,17
721,2022-05-18 19:49:49.670000,Chrystal Ruecker,0,17
722,2021-04-29 05:29:57.105000,Julius Bogan,0,17
723,2024-07-13 13:54:37.784000,Miss Rochell Cronin,0,17
724,2022-05-30 01:36:09.524000,Paulene Hilpert,0,17
725,2021-04-26 15:55:04.961000,Mrs. Earl Flatley,0,17
726,2024-05-19 03:03:17.096000,Ashley Bins,0,17
727,2021-07-17 12:59:46.298000,Vilma Zulauf IV,0,17
728,2023-05-15 13:57:36.639000,Marianna Emard,0,17
729,2020-12-05 23:27:33.026000,Ned Wisozk,0,17
730,2024-12-06 12:37:31.301000,Sam Keeling,0,17
731,2021-12-07 17:15:48.489000,Mr. Ossie Hessel,0,17
732,2024-12-25 20:04:48.912000,Angeline Borer II,0,17
733,2020-08-24 06:23:20.244000,Robby O'Kon,0,17
734,2021-12-02 10:38:50.471000,Dr. Tommie Marks,0,17
735,2020-01-29 09:33:24.751000,Cedrick Barton,0,18
736,2021-05-14 10:39:21.402000,Andres Braun III,0,18
737,2023-11-25 19:30:39.024000,Corey Swift IV,0,18
738,2022-09-10 14:52:55.551000,Donnette Heaney,0,18
739,2021-04-19 19:07:49.862000,Adalberto Schaden,0,18
740,2023-05-24 19:39:23.712000,Omer Ledner,0,18
741,2021-12-07 10:23:24.033000,Elden Nienow,0,18
742,2021-01-20 04:25:54.959000,Raleigh Little,0,18
743,2022-11-30 09:09:19.112000,Colby Jerde,0,18
744,2023-01-26 17:20:57.501000,Andre Von,0,18
745,2020-12-09 19:53:15.139000,Solomon Reinger,0,18
746,2023-10-19 06:00:02.854000,Hunter Schmitt,0,18
747,2021-06-01 17:22:27.904000,Ms. Dante Jenkins,0,18
748,2023-01-26 03:28:48.605000,Steven Pfannerstill,0,18
749,2023-08-02 13:45:07.614000,Ava Mante,0,18
750,2023-03-09 23:57:00.261000,Viviana Robel II,0,18
751,2023-02-03 03:46:56.485000,Ms. Donnette Terry,0,18
752,2020-03-08 05:47:31.390000,Quentin Morissette,0,18
753,2020-06-24 00:53:05.313000,Ty Paucek,0,18
754,2023-04-23 21:38:51.830000,Delicia D'Amore,0,18
755,2023-05-13 16:02:38.582000,Miss Tessie Morar,0,18
756,2022-12-30 06:25:13.283000,Mrs. Nathan Haag,0,18
757,2021-12-03 13:08:29.384000,Calvin Koch,0,18
758,2020-01-16 21:43:17.702000,Joselyn Leffler Sr.,0,18
759,2020-04-29 12:59:25.873000,Dion Stracke,0,18
760,2020-07-15 22:45:40.222000,Roman Waters,0,18
761,2021-05-29 01:08:40.320000,Lora Mohr,0,18
762,2023-10-25 17:30:03.889000,Dr. Manual Kertzmann,0,18
763,2020-02-07 23:18:57.308000,Neomi Grady,0,18
764,2020-11-13 10:17:52.235000,Ms. Donovan O'Connell,0,18
765,2022-03-23 22:36:12.679000,Mitch Lang,0,18
766,2022-03-27 19:31:35.138000,Alta Ward,0,18
767,2024-04-13 01:48:59.405000,Tanya Kuphal,0,18
768,2020-03-30 18:18:35.945000,Oren Howell,0,18
769,2023-01-22 04:37:35.497000,Clayton Crooks,0,18
770,2021-08-07 05:27:19.003000,Jeromy Bode IV,0,18
771,2023-10-18 00:01:24.077000,Celena Kilback,0,18
772,2024-12-25 19:51:44.323000,Xochitl MacGyver,0,18
773,2022-06-11 16:13:42.709000,Mrs. Major Rau,0,18
774,2021-06-10 04:05:55.718000,Ms. Donnie Prohaska,0,18
775,2020-03-31 06:47:21.187000,Stephan Cummings,0,18
776,2024-01-31 19:29:29.751000,Emanuel Christiansen,0,18
777,2021-01-19 16:10:55.470000,Sammy Doyle,0,18
778,2024-12-23 15:40:01.097000,Lizbeth Monahan,0,18
779,2024-07-28 20:13:35.370000,Royal Baumbach,0,18
780,2021-12-28 02:52:57.911000,Bryon Jaskolski,0,18
781,2021-10-20 16:08:46.695000,Malissa Stehr Jr.,0,18
782,2023-10-23 12:50:15.461000,Dr. Paulina Veum,0,18
783,2023-01-02 05:04:08.536000,Ling McClure PhD,0,18
784,2024-03-08 11:43:23.463000,Floria Predovic,0,18
785,2021-07-26 03:01:37.499000,Elease Pollich II,0,18
786,2022-10-29 13:15:00.073000,Rochelle Ratke Sr.,0,18
787,2020-05-21 19:49:10.957000,Dalton Schuppe,0,18
788,2021-11-11 17:58:20.092000,Victor Daugherty,0,18
789,2022-03-15 00:35:34.454000,Donald Jacobson,0,18
790,2022-02-02 16:09:21.099000,Elroy Dicki,0,18
791,2022-08-21 21:16:57.644000,Ciera Douglas PhD,0,18
792,2020-01-05 10:08:30.264000,September Emard III,0,18
793,2021-09-30 22:16:28.932000,Lucas Wuckert,0,18
794,2021-09-17 17:34:01.153000,Nicholle Cremin DVM,0,18
795,2020-09-20 20:19:21.789000,Garrett Walsh DDS,0,18
796,2021-12-19 02:12:38.811000,Jerome Hettinger,0,18
797,2020-11-19 15:42:21.000000,Gia Klein,0,18
798,2021-10-29 00:18:38.230000,Cherry Hammes,0,18
799,2022-08-05 10:53:53.732000,Titus Ruecker Sr.,0,18
800,2021-08-11 01:30:40.345000,Miss Garret Hills,0,18
801,2021-01-15 13:54:50.457000,Ramona Kessler,0,18
802,2022-07-12 17:36:45.575000,Ms. Shemeka Borer,0,18
803,2020-02-17 10:11:50.376000,Jerilyn Stehr,0,18
804,2020-10-04 06:40:38.953000,Jessie Stoltenberg,0,18
805,2021-07-10 15:36:59.096000,Ben Moen,0,18
807,2021-11-25 16:01:06.875000,Lenard Grant,0,19
808,2021-10-16 16:57:36.624000,Tracy Bartell MD,0,20
809,2024-06-29 01:04:31.583000,Dr. Lavera Lubowitz,0,21
810,2021-07-26 11:59:34.645000,Ewa MacGyver Sr.,0,22
811,2023-09-15 19:10:18.092000,Ardelle Bergstrom,0,22
812,2023-03-07 20:55:18.794000,Emery Braun,0,22
813,2020-06-28 04:07:36.059000,Janett Batz,0,22
814,2021-05-10 03:34:13.004000,Mr. Epifania Keebler,0,22
815,2024-01-02 18:23:15.480000,Kathey Langosh,0,22
816,2024-11-21 00:12:51.115000,Adolph Schaden,0,22
817,2022-02-09 02:41:07.927000,Christina Blanda MD,0,22
818,2023-04-06 22:15:20.606000,Hal Will,0,23
819,2020-06-21 20:32:15.375000,Genia Kunze,0,24
820,2022-04-20 09:02:11.054000,Vince Hodkiewicz I,0,24
821,2020-04-18 00:19:12.152000,Estelle Walsh,0,24
822,2023-04-03 08:05:38.079000,Iva Mayer I,0,24
823,2021-02-12 06:33:47.031000,Mr. Patrick Glover,0,24
824,2020-07-03 19:28:08.286000,Mr. Arden Schmidt,0,24
825,2021-01-31 19:43:17.129000,Erick Tremblay,0,24
826,2022-06-06 02:37:57.542000,Georgette Johnson,0,24
827,2022-05-10 10:45:27.618000,Lucy Prohaska,0,24
828,2020-11-18 09:30:01.117000,Broderick Cronin,0,24
829,2022-09-21 08:57:13.753000,Meg Heller,0,24
830,2023-02-19 02:27:45.905000,Collin Morar IV,0,24
831,2024-04-16 17:28:43.112000,Orval Weber,0,24
832,2024-09-16 03:04:43.307000,Forrest Leffler,0,24
833,2020-08-21 14:27:54.728000,Justin Schaefer,0,24
834,2020-06-01 02:28:57.228000,Stanley Smith,0,24
835,2020-05-14 07:27:03.627000,Albert Okuneva,0,24
836,2020-12-21 04:00:21.696000,Samatha Effertz I,0,24
837,2024-06-04 00:47:36.108000,Mario Labadie,0,24
838,2023-09-05 06:08:38.035000,Charita Hirthe II,0,24
839,2022-10-10 01:30:07.941000,Cecil Muller,0,24
840,2021-07-09 12:16:04.485000,Cindi Goldner IV,0,24
841,2020-05-02 15:39:51.210000,Israel Murray,0,24
842,2024-03-08 21:07:00.762000,Ronny Krajcik V,0,24
843,2021-09-19 22:51:16.352000,Dr. Ethan Mann,0,24
844,2023-11-29 07:36:28.934000,Trula Stroman,0,24
845,2023-09-28 10:25:22.172000,Irene Hickle,0,24
846,2022-05-16 12:09:15.758000,Tod Herzog,0,24
847,2021-02-19 19:21:01.168000,Saran Stracke I,0,24
848,2024-06-06 21:10:59.172000,Man Feeney,0,24
849,2024-09-10 06:52:53.006000,Mr. Frederic Turner,0,24
850,2024-08-06 07:37:07.075000,Laquita Ledner,0,24
851,2022-05-22 03:44:41.485000,Jann Veum,0,24
852,2023-09-19 05:18:04.703000,Tyree Block,0,24
853,2021-08-12 16:36:45.935000,Nell Dibbert,0,24
854,2023-02-12 16:46:59.543000,Terrance Gutmann,0,24
855,2024-06-21 01:38:13.100000,Ezra Ebert,0,24
856,2023-09-28 12:01:38.638000,Elvis Glover,0,24
857,2024-06-07 11:48:50.502000,Herschel Toy,0,24
858,2022-12-18 18:26:22.817000,Georgine Weimann,0,24
859,2022-07-22 13:04:40.110000,Nena Swift,0,24
860,2020-11-26 23:45:22.278000,Reid Little,0,24
861,2021-05-31 22:23:22.220000,Shirley Corkery II,0,24
862,2022-11-21 17:59:21.718000,Sidney Jerde V,0,24
863,2020-05-08 01:44:59.321000,Chauncey Kling MD,0,24
864,2020-08-18 02:54:48.405000,Mrs. Gonzalo Paucek,0,24
865,2020-05-22 12:27:25.689000,Cassaundra Moore,0,24
866,2020-02-28 21:43:30.062000,Ms. Zulema Marquardt,0,24
867,2020-01-19 08:52:53.195000,Irene Kassulke,0,24
868,2022-11-17 22:44:54.919000,Mireya Upton,0,24
869,2020-10-29 20:22:20.705000,Dr. Chester Kassulke,0,24
870,2020-07-26 01:33:05.941000,Paris Torp,0,24
871,2021-08-11 00:07:39.887000,Bruno Veum,0,24
872,2021-12-08 11:48:43.054000,Yen Shields Sr.,0,24
873,2024-05-04 21:46:55.024000,Marvin Wuckert V,0,24
874,2022-08-22 17:52:17.599000,Mrs. Coralie Prosacco,0,24
875,2024-11-01 13:26:43.581000,Mr. Glynda Stehr,0,24
876,2020-07-07 05:10:54.912000,Jetta Jacobs II,0,24
877,2023-02-04 18:57:29.993000,Corene Feest,0,24
878,2024-09-21 23:44:39.813000,Marilee Waters,0,24
